task_index,id,task,source_dataset,scene_id,group_id,object_id,bleurt_model_gt,question,ground_truth,model_response
7490,TM-6,time-memory,nuscenes_mini,scene_009,group_002,bc01632805fa4ffa8a16b885d0b57e87,-0.6447354555130005,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle rear-right at about 34m was previously in the right adjacent lane and has been accelerating relative to the ego vehicle, now positioned to the right. A pedestrian that was previously visible has disappeared from the scene. More than three objects are currently occluded, indicating dynamic interactions and changes in visibility, likely due to the night and wet conditions affecting perception.","In the 5th frame, the red bounding box highlights a pedestrian on the sidewalk near the crosswalk. In the preceding frames, this same pedestrian was visible walking towards the crosswalk area, likely preparing to cross the street. The pedestrian's motion is continuous, moving from the left side of the frame towards the right, approaching the crosswalk. The ego vehicle, which is the car from which the frames are captured, is stationary or moving very slowly, as indicated by the consistent position of the traffic light and the pedestrian's approach. There is no direct interaction between the pedestrian and the ego vehicle, but the pedestrian's movement towards the crosswalk suggests they are about to cross in front of the vehicle. The pedestrian appears to be walking at a steady pace, and no other significant changes in the scene are observed between the frames."
7491,TM-6,time-memory,nuscenes_mini,scene_009,group_003,d0424bcd1b564d8fbb7b15630f8ee1ba,-0.427016019821167,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle rear-left at about 33m was previously located in the left adjacent lane and was moving behind the ego vehicle, turning left. No objects disappeared from the scene, but more than three objects are currently occluded despite being visible earlier. The scene remains active with many pedestrians and other vehicles, consistent with a night-time, post-rain environment.","The scene shows the ego vehicle approaching an intersection at night. In the first four frames, the vehicle is moving forward, passing a pedestrian on the sidewalk (left panel) and approaching a crosswalk with pedestrians crossing (center panel). The vehicle then proceeds through the intersection, with the view shifting to a rear-facing camera in the fifth frame. The target object, highlighted in the fifth frame, is a car ahead in the same lane, which was visible in the previous frames as it moved forward and then slowed or stopped as the ego vehicle approached. The car is now stationary or moving very slowly, directly in front of the ego vehicle, indicating an imminent stop or interaction."
7492,TM-6,time-memory,nuscenes_mini,scene_009,group_004,94064121665f4f1682f13304a4daf897,-0.503158450126648,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle rear-right at about 50m was previously located in the right adjacent lane and was moving straight relative to the ego vehicle. It was positioned behind the ego vehicle in earlier frames and has maintained a consistent forward trajectory. Several objects, including multiple pedestrians and a scooter, have appeared and disappeared in the scene, with more than three objects now occluded. The scene is set at night after rain, with heavy pedestrian and vehicle activity, including a jaywalker and a truck.","In the first four frames, a white van is seen approaching from the right, crossing the intersection in front of the ego vehicle. In the fifth frame, the van has passed the intersection and is now moving away from the ego vehicle, continuing down the road. The red bounding box highlights this same white van in the fifth frame, indicating it is the target object. The van's motion has changed from approaching to receding relative to the ego vehicle."
7493,TM-6,time-memory,nuscenes_mini,scene_009,group_005,a5cf7cf6355546c989c74a6d8d6bf72f,-0.2585374116897583,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle rear-right at about 20m was previously in the right adjacent lane and has been accelerating relative to the ego vehicle, now positioned behind it. Multiple objects have disappeared from view, and more than three objects are currently occluded despite having been visible earlier. The scene is set at night after rain, with heavy pedestrian and vehicle activity, including a jaywalker and a scooter, contributing to dynamic interactions.","In the first four frames, a white van is visible in the right lane, moving forward alongside the ego vehicle. In the fifth frame, the white van has moved ahead and is now positioned further down the road, continuing its forward motion. The van appears to be maintaining a consistent speed and distance from the ego vehicle, with no significant interaction or change in trajectory observed."
7494,TM-6,time-memory,nuscenes_mini,scene_009,group_006,0c864b4321884ea7a55686367c10d722,-0.30691325664520264,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 52m was previously in the right adjacent lane and was moving straight relative to the ego vehicle, maintaining a position in front. Multiple objects have disappeared from view, and more than three objects that were previously visible are now occluded. The scene is set at night after rain, with heavy pedestrian and vehicle activity, including a jaywalker and a scooter, contributing to dynamic interactions around the ego vehicle.","In the first four frames, a dark-colored SUV is visible on the right side of the road, moving in the same direction as the ego vehicle. In frame 4, the SUV is still visible, positioned further ahead and to the right. In the fifth frame, the SUV has moved forward and is now partially obscured by a roadside structure, but remains in the same lane. The SUV continues to move forward, maintaining a consistent distance from the ego vehicle."
7495,TM-6,time-memory,nuscenes_mini,scene_009,group_007,11a01ede95cd49ef858c1fe41386d9d3,-0.5609729290008545,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 14m was previously in the right adjacent lane and has been moving straight relative to the ego vehicle. It remains visible in the current frame, but several other objects have disappeared from view, including multiple pedestrians and a scooter. Two to three objects that were previously visible are now occluded, likely due to dynamic interactions in the busy night scene after rain. The scene remains complex with many pedestrians and vehicles, including a jaywalker and a truck, contributing to changing visibility.","In the first four frames, a white bus is visible on the right side of the road, moving parallel to the ego vehicle. In the fifth frame, the bus is highlighted by the red bounding box and has moved slightly further ahead and to the right, continuing its motion alongside the ego vehicle. There are no significant interactions or changes in the bus's behavior; it maintains a consistent trajectory relative to the ego vehicle."
7496,TM-6,time-memory,nuscenes_mini,scene_009,group_008,4f5cee4ac087447b86179881839527d9,-0.6329652070999146,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle rear-right at about 33m was previously in the right adjacent lane and has been slowing down while moving behind the ego vehicle. No objects have disappeared from view, and no occlusions are present in the current frame. The scene is set at night after rain, with multiple pedestrians and other vehicles present, including a jaywalker and a scooter.","In the first four frames, a white bus is seen moving from right to left across the right side of the road, parallel to the ego vehicle's path. In the fifth frame, the bus is no longer visible, having moved out of the frame. The red bounding box highlights a different vehicle, a white bus, that is now visible on the left side of the road, moving in the same direction as the ego vehicle. This bus appears to be approaching from behind and is likely to overtake or pass the ego vehicle soon."
7497,TM-6,time-memory,nuscenes_mini,scene_010,group_001,d8276dfe7fbc48f1b1e3c6ef0cc283ad,-0.633631706237793,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-left at about 55m was previously visible in the left adjacent lane and had been stopped. It has since moved out of view, likely due to the ego vehicle's motion or occlusion. Other objects, including pedestrians and a scooter, are present in the scene, with multiple objects now occluded compared to earlier frames. The scene occurs at night under difficult lighting, contributing to visibility challenges.","In the 5th frame, the highlighted black SUV is moving from right to left across the intersection, having just passed the ego vehicle's lane. In the 4th frame, this same SUV was visible further to the right, also moving left, but not yet in the ego vehicle's immediate vicinity. In the 3rd frame, the SUV was still further right, continuing its leftward trajectory. In the 2nd frame, it was even further right, and in the 1st frame, it was not yet visible in this position, indicating it entered the scene from the right side of the intersection and is now crossing in front of the ego vehicle. No other significant objects appeared or disappeared in the immediate vicinity during this sequence."
7498,TM-6,time-memory,nuscenes_mini,scene_010,group_002,52918527b51c47b6a6d2d161adf92bd5,-0.4783487617969513,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle behind at about 6m was previously stopped in the same lane as the ego vehicle and remained behind it in the prior frames. No objects disappeared from the scene, but 2–3 objects are currently occluded despite being visible earlier. The scene takes place at night with pedestrians crossing and difficult lighting, but the vehicle behind maintained its position without significant motion changes.","In the first four frames, a silver van is visible ahead in the center lane, approaching the intersection. In the fifth frame, the van is now directly in front of the ego vehicle, stopped at the intersection, with its headlights on. The van appears to be waiting for the traffic light to change, as pedestrians are visible on the sidewalk to its right. The van has not moved significantly between frames, indicating it is stationary in the query frame."
7499,TM-6,time-memory,nuscenes_mini,scene_010,group_003,da2e4534efb1460680629708fe600a1c,-0.3879415988922119,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-left at about 78m was previously visible in the left adjacent lane and was moving straight relative to the ego vehicle. It has since moved out of view, indicating it has likely passed the ego vehicle or exited the scene. Several other objects, including pedestrians and a scooter, have appeared and disappeared in the scene, with multiple objects now occluded. The scene is set at night with challenging lighting, contributing to visibility changes.","In the first four frames, a dark sedan is visible in the right lane, approaching the intersection from the right side of the frame. It is moving forward, approaching the intersection, and appears to be turning left into the lane of the ego vehicle. In the fifth frame, the sedan has completed its turn and is now crossing the intersection, moving from right to left, and is now in the lane directly ahead of the ego vehicle, indicating an imminent interaction or potential collision."
7500,TM-6,time-memory,nuscenes_mini,scene_010,group_004,bfb044f856334ceca68b94d90585d933,-0.562244713306427,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 27m was previously in the right adjacent lane and stopped, then moved to the front-right of the ego vehicle. It is now no longer visible, having disappeared from the scene. One object is currently occluded but was previously visible, indicating dynamic changes in the environment. The scene involves challenging night conditions with pedestrians and other vehicles, contributing to visibility and motion complexity.","In the first four frames, a dark-colored sedan is visible in the right lane, moving from right to left across the intersection. In the fifth frame, the sedan has moved out of the frame to the left, and the red bounding box highlights a bus that has appeared in the same right lane, continuing to move from right to left. The bus is now the primary object in that lane, having replaced the sedan. The ego vehicle remains stationary at the intersection, waiting for the traffic light to change."
7501,TM-6,time-memory,nuscenes_mini,scene_010,group_005,0aa9422537c34e6fb86f61082afabc2c,-0.6298844814300537,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-left at about 93m was previously in the left adjacent lane and has been turning left relative to the ego vehicle. No objects have disappeared from the scene, and there are currently 2–3 occluded objects that were visible in prior frames. The scene takes place at night with pedestrians crossing and difficult lighting, but the vehicle maintains a consistent front-left position relative to the ego vehicle.","In the first four frames, a dark sedan is seen turning left from the right lane into the intersection, crossing the path of the ego vehicle. In the fifth frame, the sedan has completed its turn and is now moving away from the intersection, having passed the ego vehicle's path. The red bounding box highlights the sedan as it moves into the intersection in the fifth frame, indicating it is the target object being tracked."
7502,TM-6,time-memory,nuscenes_mini,scene_010,group_006,4850eb1f3d9c459bbaee473241306528,-0.44859936833381653,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 22m was previously visible in the right adjacent lane and had been stopped before the current frame. It has since moved out of view, likely due to occlusion or exiting the scene. Other objects, including pedestrians and a scooter, are present in the scene, with some peds crossing the crosswalk. The scene is set at night with challenging lighting conditions, contributing to visibility changes.","In the first four frames, a motorcycle with a red delivery box is visible in the right lane, approaching the intersection from the right side of the road. In frame 4, it is still visible, moving forward. In the fifth frame, the motorcycle has moved closer to the intersection and is now directly in front of the ego vehicle, which is positioned at the stop line. The motorcycle is now very close to the ego vehicle, indicating an imminent interaction or potential conflict as it proceeds through the intersection."
7503,TM-6,time-memory,nuscenes_mini,scene_010,group_007,c72a3163a5964ba6b204ee0e59e4ea2c,-0.5414441823959351,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 26m was previously visible in the right adjacent lane and had been stopped before the current frame. It has since moved out of view, likely due to occlusion or exiting the scene. Other objects, including pedestrians and a scooter, are present in the scene, with some pedestrians crossing the crosswalk. The scene is characterized by difficult nighttime lighting, which may contribute to object visibility changes.","In the first four frames, a large bus is visible in the right lane, approaching the intersection from the distance. In the fifth frame, the bus is now much closer, having traveled from the far right of the scene toward the center-right, and is positioned directly in front of the ego vehicle's path, indicating an imminent interaction as the ego vehicle approaches the intersection."
7504,TM-6,time-memory,nuscenes_mini,scene_010,group_008,98626dc6a1254c7db968d99a084b4e40,-0.41740602254867554,"Describe the recent history of the scene, including objects that appeared or disappeared, changes in their motion, and any interactions with the ego vehicle.","The vehicle front-right at about 26m was previously in the right adjacent lane and stopped, but has since moved forward into the front-right position relative to the ego vehicle. A vehicle that was previously visible has now disappeared from the scene, and 2–3 objects are currently occluded despite being visible earlier. The scene takes place at night with pedestrians crossing and difficult lighting, contributing to visibility challenges.","In the 4th frame, a dark sedan is visible in the right lane, moving away from the camera. In the 5th frame, this same sedan has moved further down the road and is now partially obscured by a bus in the adjacent lane, which is also moving forward. The sedan appears to be continuing its motion away from the ego vehicle, while the bus is moving in the same direction, likely ahead of the sedan. No direct interaction between the sedan and the ego vehicle is observed."
7781,TRJ-5,trajectory-prediction,rwigle,scene_001,group_001,,0.2108808010816574,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-17.588, 0.318], [-13.081, 0.18], [-8.271, 0.07], [-4.07, 0.018], [-0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.481, -0.018], [7.232, 0.005], [11.232, 0.048], [14.733, 0.119], [18.114, 0.202]]","[[4.07, -0.018], [8.271, -0.07], [13.081, -0.18], [17.588, -0.318], [21.985, -0.458]]"
7782,TRJ-5,trajectory-prediction,rwigle,scene_001,group_002,,0.17751678824424744,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-14.631, 0.308], [-10.882, 0.195], [-6.883, 0.094], [-3.381, 0.039], [-0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[2.907, -0.001], [6.064, 0.041], [9.067, 0.17], [11.935, 0.424], [14.971, 0.853]]","[[3.381, -0.039], [6.883, -0.094], [10.882, -0.195], [14.631, -0.308], [18.28, -0.412]]"
7783,TRJ-5,trajectory-prediction,rwigle,scene_001,group_003,,0.06475997716188431,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-12.014, 1.391], [-8.904, 0.848], [-5.928, 0.42], [-3.063, 0.139], [-0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[2.577, 0.091], [5.044, 0.415], [7.329, 0.946], [9.472, 1.661], [11.387, 2.524]]","[[3.063, -0.139], [6.138, -0.42], [9.214, -0.848], [12.289, -1.391], [15.364, -2.014]]"
7784,TRJ-5,trajectory-prediction,rwigle,scene_001,group_004,,0.09517526626586914,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-8.951, 1.848], [-6.607, 1.012], [-4.331, 0.445], [-2.098, 0.104], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[2.146, 0.117], [4.348, 0.476], [6.207, 0.989], [8.15, 1.736], [10.131, 2.724]]","[[2.098, -0.104], [4.331, -0.445], [6.607, -1.012], [8.951, -1.848], [11.295, -2.682]]"
7785,TRJ-5,trajectory-prediction,rwigle,scene_001,group_005,,-0.07522480189800262,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-8.226, 1.698], [-6.136, 0.917], [-4.268, 0.44], [-2.21, 0.125], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[1.864, 0.055], [3.828, 0.258], [5.308, 0.494], [6.653, 0.762], [7.664, 0.997]]","[[2.21, -0.125], [4.268, -0.44], [6.136, -0.917], [8.226, -1.698], [10.316, -2.56]]"
7786,TRJ-5,trajectory-prediction,rwigle,scene_001,group_006,,0.2058275043964386,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-5.858, 0.448], [-3.902, 0.183], [-2.408, 0.064], [-1.037, 0.009], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[1.236, -0.0], [2.418, 0.006], [3.58, 0.014], [4.756, 0.022], [5.875, 0.036]]","[[1.037, -0.009], [2.408, -0.064], [3.902, -0.183], [5.858, -0.448], [8.0, -0.7]]"
7787,TRJ-5,trajectory-prediction,rwigle,scene_002,group_001,,0.30594682693481445,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-16.823, -0.841], [-12.565, -0.474], [-8.353, -0.207], [-4.174, -0.048], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.274, -0.074], [8.619, -0.27], [13.07, -0.587], [17.531, -1.004], [22.005, -1.453]]","[[4.174, 0.048], [8.353, 0.207], [12.565, 0.474], [16.823, 0.841], [21.081, 1.208]]"
7788,TRJ-5,trajectory-prediction,rwigle,scene_002,group_002,,0.3566444218158722,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-17.781, -0.294], [-13.438, -0.081], [-8.976, 0.022], [-4.496, 0.027], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.409, -0.048], [8.348, -0.075], [11.663, -0.096], [13.795, -0.116], [15.867, -0.13]]","[[4.496, -0.027], [8.976, -0.022], [13.438, 0.081], [17.781, 0.294], [22.124, 0.507]]"
7789,TRJ-5,trajectory-prediction,rwigle,scene_002,group_003,,0.36417263746261597,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-11.458, 0.097], [-7.519, 0.065], [-4.204, 0.039], [-2.072, 0.017], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[1.464, -0.014], [2.404, -0.024], [3.155, -0.035], [3.994, -0.048], [4.91, -0.063]]","[[2.072, -0.017], [4.204, -0.039], [7.519, -0.065], [11.458, -0.097], [15.458, -0.123]]"
7790,TRJ-5,trajectory-prediction,rwigle,scene_002,group_004,,0.1877783089876175,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-3.446, 0.036], [-2.506, 0.029], [-1.755, 0.022], [-0.916, 0.011], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[1.029, -0.012], [2.392, -0.02], [3.775, -0.027], [5.43, -0.035], [7.298, -0.051]]","[[0.916, 0.0], [1.755, 0.0], [2.506, 0.0], [3.446, 0.0], [4.446, 0.0]]"
7791,TRJ-5,trajectory-prediction,rwigle,scene_002,group_005,,0.45249176025390625,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-6.268, 0.065], [-4.906, 0.051], [-3.523, 0.039], [-1.868, 0.023], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[2.086, -0.023], [4.432, -0.05], [7.029, -0.086], [9.556, -0.124], [12.832, -0.188]]","[[1.868, -0.023], [3.523, -0.039], [4.906, -0.051], [6.268, -0.065], [7.63, -0.079]]"
7792,TRJ-5,trajectory-prediction,rwigle,scene_002,group_006,,0.16575387120246887,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-10.747, 0.004], [-8.401, 0.011], [-5.804, 0.015], [-3.277, 0.015], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.189, -0.036], [6.585, -0.087], [10.122, -0.12], [13.867, -0.181], [17.748, -0.264]]","[[3.277, 0.015], [5.804, 0.015], [8.401, 0.011], [10.747, 0.004], [12.999, 0.0]]"
7793,TRJ-5,trajectory-prediction,rwigle,scene_002,group_007,,0.44102591276168823,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-14.56, 0.105], [-11.164, 0.082], [-7.627, 0.079], [-3.882, 0.051], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.739, -0.04], [7.983, -0.072], [12.067, -0.077], [16.185, -0.102], [20.353, -0.124]]","[[3.882, 0.051], [7.627, 0.079], [11.164, 0.082], [14.56, 0.105], [17.956, 0.128]]"
7794,TRJ-5,trajectory-prediction,rwigle,scene_003,group_001,,0.1528138518333435,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-16.402, 0.161], [-12.194, 0.127], [-8.115, 0.08], [-4.3, 0.045], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.425, -0.022], [6.836, -0.033], [11.185, -0.053], [15.399, -0.059], [19.13, -0.045]]","[[4.3, 0.01], [8.115, 0.01], [12.194, 0.01], [16.402, 0.01], [20.61, 0.01]]"
7795,TRJ-5,trajectory-prediction,rwigle,scene_003,group_002,,0.27170848846435547,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-15.702, 0.257], [-12.292, 0.196], [-7.944, 0.111], [-3.73, 0.042], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.258, -0.029], [8.582, -0.029], [12.835, -0.043], [17.091, -0.107], [21.271, -0.207]]","[[3.73, -0.042], [7.944, -0.111], [12.292, -0.196], [15.702, -0.257], [19.012, -0.318]]"
7796,TRJ-5,trajectory-prediction,rwigle,scene_003,group_003,,0.3086923360824585,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-17.014, -0.12], [-12.69, -0.044], [-8.437, 0.017], [-4.181, 0.027], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.995, -0.05], [7.961, -0.136], [12.063, -0.208], [16.291, -0.288], [20.689, -0.382]]","[[4.181, -0.027], [8.437, -0.017], [12.69, 0.044], [17.014, 0.12], [21.338, 0.194]]"
7797,TRJ-5,trajectory-prediction,rwigle,scene_003,group_004,,0.2613348662853241,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-16.696, 0.138], [-12.729, 0.098], [-8.627, 0.073], [-4.399, 0.043], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.625, -0.01], [8.282, 0.042], [11.532, 0.11], [14.633, 0.211], [17.829, 0.346]]","[[4.399, -0.043], [8.627, -0.073], [12.729, -0.098], [16.696, -0.138], [20.663, -0.178]]"
7798,TRJ-5,trajectory-prediction,rwigle,scene_003,group_005,,0.39655381441116333,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-13.205, 0.289], [-9.551, 0.162], [-6.301, 0.071], [-3.199, 0.021], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.389, -0.035], [7.178, -0.104], [11.218, -0.221], [15.449, -0.4], [19.739, -0.591]]","[[3.199, -0.021], [6.301, -0.071], [9.551, -0.162], [13.205, -0.289], [16.859, -0.416]]"
7799,TRJ-5,trajectory-prediction,rwigle,scene_003,group_006,,0.21414977312088013,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-16.359, -0.122], [-12.571, -0.034], [-8.53, 0.016], [-4.294, 0.013], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[4.254, -0.033], [8.421, -0.064], [12.591, -0.109], [16.88, -0.155], [21.332, -0.182]]","[[4.294, -0.013], [8.53, -0.016], [12.571, 0.034], [16.359, 0.122], [20.147, 0.21]]"
7800,TRJ-5,trajectory-prediction,rwigle,scene_003,group_007,,0.17601674795150757,"Based on the past 5 consecutive 360-degree multi-camera frames, use the following past ego trajectory in the ego-centric coordinate system anchored at the 5th observed frame.
Past observed ego positions (oldest to current, where the current frame is [0.0, 0.0]): [[-17.079, 0.148], [-12.911, 0.117], [-8.742, 0.072], [-4.452, 0.026], [0.0, 0.0]]
Predict the next 5 future ego positions in the same coordinate system. Output only a JSON array of exactly 5 points formatted as [[x1, y1], [x2, y2], [x3, y3], [x4, y4], [x5, y5]].","[[3.98, 0.002], [8.391, -0.016], [13.182, -0.018], [17.57, 0.059], [22.02, 0.135]]","[[4.452, -0.026], [8.742, -0.072], [12.911, -0.117], [17.079, -0.148], [21.248, -0.179]]"
